id_sensor | valor | tipo | timestamp
2 | 57.29 | CO2 | 2025-01-15 16:19:34
2 | 57.28 | CO2 | 2025-01-15 16:19:40
2 | 57.14 | CO2 | 2025-01-15 16:19:46
2 | 57.19 | CO2 | 2025-01-15 16:19:53
2 | 57.18 | CO2 | 2025-01-15 16:19:59
2 | 56.99 | CO2 | 2025-01-15 16:20:05
2 | 57.31 | CO2 | 2025-01-15 16:20:11
2 | 57.12 | CO2 | 2025-01-15 16:20:17
2 | 57.24 | CO2 | 2025-01-15 16:20:23
2 | 57.33 | CO2 | 2025-01-15 16:20:29
2 | 57.21 | CO2 | 2025-01-15 16:20:35
2 | 57.26 | CO2 | 2025-01-15 16:20:42
2 | 57.21 | CO2 | 2025-01-15 16:20:48
2 | 57.24 | CO2 | 2025-01-15 16:20:54
2 | 57.29 | CO2 | 2025-01-15 16:21:00
2 | 57.05 | CO2 | 2025-01-15 16:21:06
2 | 57.43 | CO2 | 2025-01-15 16:21:13
2 | 57.36 | CO2 | 2025-01-15 16:21:19
2 | 57.31 | CO2 | 2025-01-15 16:21:25
2 | 57.38 | CO2 | 2025-01-15 16:21:31
2 | 57.37 | CO2 | 2025-01-15 16:21:37
2 | 57.24 | CO2 | 2025-01-15 16:21:43
2 | 57.14 | CO2 | 2025-01-15 16:21:49
2 | 57.32 | CO2 | 2025-01-15 16:21:56
2 | 56.89 | CO2 | 2025-01-15 16:22:02
2 | 57.46 | CO2 | 2025-01-15 16:22:10
2 | 57.31 | CO2 | 2025-01-15 16:22:16
2 | 57.15 | CO2 | 2025-01-15 16:22:22
2 | 57.25 | CO2 | 2025-01-15 16:22:28
2 | 57.35 | CO2 | 2025-01-15 16:22:34
2 | 57.12 | CO2 | 2025-01-15 16:22:40
2 | 57.23 | CO2 | 2025-01-15 16:22:46
2 | 57.38 | CO2 | 2025-01-15 16:22:52
2 | 57.33 | CO2 | 2025-01-15 16:22:58
2 | 57.23 | CO2 | 2025-01-15 16:23:11
2 | 57.34 | CO2 | 2025-01-15 16:23:17
2 | 57.21 | CO2 | 2025-01-15 16:23:23
2 | 57.21 | CO2 | 2025-01-15 16:23:29
2 | 57.01 | CO2 | 2025-01-15 16:23:36
2 | 57.37 | CO2 | 2025-01-15 16:23:42
2 | 57.25 | CO2 | 2025-01-15 16:23:48
2 | 57.06 | CO2 | 2025-01-15 16:23:54
2 | 57.08 | CO2 | 2025-01-15 16:24:00
2 | 57.02 | CO2 | 2025-01-15 16:24:06
2 | 57.15 | CO2 | 2025-01-15 16:24:13
2 | 57.24 | CO2 | 2025-01-15 16:24:19
2 | 57.2 | CO2 | 2025-01-15 16:24:25
2 | 57.22 | CO2 | 2025-01-15 16:24:31
2 | 57.31 | CO2 | 2025-01-15 16:24:37
2 | 57.46 | CO2 | 2025-01-15 16:24:43
2 | 57.25 | CO2 | 2025-01-15 16:24:49
2 | 57.16 | CO2 | 2025-01-15 16:24:55
2 | 57.11 | CO2 | 2025-01-15 16:25:02
2 | 57.34 | CO2 | 2025-01-15 16:25:12
2 | 57.09 | CO2 | 2025-01-15 16:25:18
2 | 57.14 | CO2 | 2025-01-15 16:25:24
2 | 57.11 | CO2 | 2025-01-15 16:25:30
2 | 57.2 | CO2 | 2025-01-15 16:25:37
2 | 57.06 | CO2 | 2025-01-15 16:25:43
2 | 57.41 | CO2 | 2025-01-15 16:25:49
2 | 57.24 | CO2 | 2025-01-15 16:25:55
2 | 57.15 | CO2 | 2025-01-15 16:26:01
2 | 57.08 | CO2 | 2025-01-15 16:26:07
2 | 57.46 | CO2 | 2025-01-15 16:26:13
2 | 57.23 | CO2 | 2025-01-15 16:26:20
2 | 56.97 | CO2 | 2025-01-15 16:26:26
2 | 57.13 | CO2 | 2025-01-15 16:26:32
2 | 57.08 | CO2 | 2025-01-15 16:26:38
2 | 57.37 | CO2 | 2025-01-15 16:26:44
2 | 57.09 | CO2 | 2025-01-15 16:26:50
2 | 57.23 | CO2 | 2025-01-15 16:26:56
2 | 57.29 | CO2 | 2025-01-15 16:27:02
2 | 56.92 | CO2 | 2025-01-15 16:27:08
2 | 57.18 | CO2 | 2025-01-15 16:27:15
2 | 57.09 | CO2 | 2025-01-15 16:27:21
2 | 57.25 | CO2 | 2025-01-15 16:27:27
2 | 57.14 | CO2 | 2025-01-15 16:27:33
